State,StateAbbreviation,County,Party,Candidate,Votes,FractionVotes
Iowa,IA,O'Brien,Republican,Carly Fiorina,10.0,0.008223684210526315
Iowa,IA,O'Brien,Republican,Rick Santorum,9.0,0.007401315789473685
Iowa,IA,O'Brien,Republican,Chris Christie,6.0,0.004934210526315789
Iowa,IA,O'Brien,Republican,John Kasich,6.0,0.004934210526315789
Iowa,IA,Osceola,Republican,Ted Cruz,113.0,0.345565749235474
Iowa,IA,Osceola,Republican,Donald Trump,78.0,0.23853211009174316
Iowa,IA,Osceola,Republican,Marco Rubio,56.0,0.1712538226299694
Iowa,IA,Osceola,Republican,Ben Carson,42.0,0.12844036697247707
Iowa,IA,Osceola,Republican,Jeb Bush,13.0,0.03975535168195719
Iowa,IA,Osceola,Republican,Rand Paul,8.0,0.024464831804281342
Iowa,IA,Osceola,Republican,Carly Fiorina,7.0,0.021406727828746176
Iowa,IA,Osceola,Republican,Chris Christie,3.0,0.009174311926605505
Iowa,IA,Osceola,Republican,Mike Huckabee,3.0,0.009174311926605505
Iowa,IA,Osceola,Republican,Rick Santorum,3.0,0.009174311926605505
Iowa,IA,Osceola,Republican,John Kasich,1.0,0.003058103975535168
Iowa,IA,Page,Republican,Ted Cruz,249.0,0.2855504587155963
Iowa,IA,Page,Republican,Donald Trump,232.0,0.26605504587155965
Iowa,IA,Page,Republican,Ben Carson,157.0,0.18004587155963306
Iowa,IA,Page,Republican,Marco Rubio,156.0,0.17889908256880735
Iowa,IA,Page,Republican,Jeb Bush,25.0,0.028669724770642207
Iowa,IA,Page,Republican,Rand Paul,13.0,0.014908256880733948
Iowa,IA,Page,Republican,John Kasich,12.0,0.013761467889908258
Iowa,IA,Page,Republican,Mike Huckabee,9.0,0.010321100917431191
Iowa,IA,Page,Republican,Carly Fiorina,8.0,0.009174311926605505
Iowa,IA,Page,Republican,Rick Santorum,7.0,0.008027522935779817
Iowa,IA,Page,Republican,Chris Christie,4.0,0.004587155963302753
Iowa,IA,Palo Alto,Republican,Donald Trump,117.0,0.2708333333333333
Iowa,IA,Palo Alto,Republican,Ted Cruz,110.0,0.25462962962962965
Iowa,IA,Palo Alto,Republican,Marco Rubio,94.0,0.2175925925925926
Iowa,IA,Palo Alto,Republican,Ben Carson,40.0,0.0925925925925926
Iowa,IA,Palo Alto,Republican,Mike Huckabee,17.0,0.03935185185185185
Iowa,IA,Palo Alto,Republican,Rand Paul,15.0,0.034722222222222224
Iowa,IA,Palo Alto,Republican,Jeb Bush,14.0,0.032407407407407406
Iowa,IA,Palo Alto,Republican,Carly Fiorina,9.0,0.02083333333333333
Iowa,IA,Palo Alto,Republican,Chris Christie,6.0,0.013888888888888888
Iowa,IA,Palo Alto,Republican,John Kasich,5.0,0.011574074074074072
Iowa,IA,Palo Alto,Republican,Rick Santorum,5.0,0.011574074074074072
Iowa,IA,Plymouth,Republican,Donald Trump,618.0,0.32767762460233296
Iowa,IA,Plymouth,Republican,Ted Cruz,530.0,0.2810180275715801
Iowa,IA,Plymouth,Republican,Marco Rubio,373.0,0.1977730646871686
Iowa,IA,Plymouth,Republican,Ben Carson,195.0,0.1033934252386002
Iowa,IA,Plymouth,Republican,Jeb Bush,44.0,0.02332979851537646
Iowa,IA,Plymouth,Republican,Rand Paul,34.0,0.018027571580063628
Iowa,IA,Plymouth,Republican,Chris Christie,25.0,0.01325556733828208
Iowa,IA,Plymouth,Republican,John Kasich,22.0,0.01166489925768823
Iowa,IA,Plymouth,Republican,Carly Fiorina,19.0,0.01007423117709438
Iowa,IA,Plymouth,Republican,Mike Huckabee,14.0,0.007423117709437964
Iowa,IA,Plymouth,Republican,Rick Santorum,12.0,0.006362672322375398
Iowa,IA,Pocahontas,Republican,Ted Cruz,187.0,0.38716356107660455
Iowa,IA,Pocahontas,Republican,Donald Trump,110.0,0.2277432712215321
Iowa,IA,Pocahontas,Republican,Ben Carson,70.0,0.14492753623188406
Iowa,IA,Pocahontas,Republican,Marco Rubio,65.0,0.13457556935817805
Iowa,IA,Pocahontas,Republican,Mike Huckabee,16.0,0.033126293995859216
Iowa,IA,Pocahontas,Republican,Rand Paul,13.0,0.02691511387163561
Iowa,IA,Pocahontas,Republican,Jeb Bush,9.0,0.018633540372670808
Iowa,IA,Pocahontas,Republican,Carly Fiorina,5.0,0.010351966873706004
Iowa,IA,Pocahontas,Republican,Chris Christie,5.0,0.010351966873706004
Iowa,IA,Pocahontas,Republican,John Kasich,2.0,0.004140786749482402
Iowa,IA,Pocahontas,Republican,Rick Santorum,1.0,0.002070393374741201
Iowa,IA,Polk,Republican,Marco Rubio,8365.0,0.2692741026879125
Iowa,IA,Polk,Republican,Ted Cruz,7864.0,0.2531466280379849
Iowa,IA,Polk,Republican,Donald Trump,6764.0,0.217737003058104
Iowa,IA,Polk,Republican,Ben Carson,2297.0,0.07394173507162402
Iowa,IA,Polk,Republican,Rand Paul,1633.0,0.05256719781104136
Iowa,IA,Polk,Republican,Jeb Bush,1405.0,0.045227748269756965
Iowa,IA,Polk,Republican,John Kasich,773.0,0.02488330919040721
Iowa,IA,Polk,Republican,Chris Christie,745.0,0.023981973281828425
Iowa,IA,Polk,Republican,Mike Huckabee,565.0,0.01818767101239337
Iowa,IA,Polk,Republican,Carly Fiorina,420.0,0.013520038628681796
Iowa,IA,Polk,Republican,Rick Santorum,234.0,0.007532592950265572
Iowa,IA,Pottawattamie,Republican,Donald Trump,1508.0,0.34515907530327306
Iowa,IA,Pottawattamie,Republican,Ted Cruz,942.0,0.21560997940032045
Iowa,IA,Pottawattamie,Republican,Marco Rubio,750.0,0.17166399633783475
Iowa,IA,Pottawattamie,Republican,Ben Carson,543.0,0.12428473334859234
Iowa,IA,Pottawattamie,Republican,Rand Paul,156.0,0.035706111238269625
Iowa,IA,Pottawattamie,Republican,John Kasich,127.0,0.02906843671320668
Iowa,IA,Pottawattamie,Republican,Rick Santorum,115.0,0.026321812771801328
Iowa,IA,Pottawattamie,Republican,Carly Fiorina,80.0,0.01831082627603571
Iowa,IA,Pottawattamie,Republican,Jeb Bush,70.0,0.01602197299153124
Iowa,IA,Pottawattamie,Republican,Chris Christie,53.0,0.012130922407873656
Iowa,IA,Pottawattamie,Republican,Mike Huckabee,25.0,0.005722133211261158
Iowa,IA,Poweshiek,Republican,Ted Cruz,282.0,0.28687690742624616
Iowa,IA,Poweshiek,Republican,Donald Trump,258.0,0.2624618514750763
Iowa,IA,Poweshiek,Republican,Marco Rubio,183.0,0.1861648016276704
Iowa,IA,Poweshiek,Republican,Ben Carson,76.0,0.07731434384537131
Iowa,IA,Poweshiek,Republican,Rand Paul,63.0,0.06408952187182096
Iowa,IA,Poweshiek,Republican,Jeb Bush,38.0,0.03865717192268565
Iowa,IA,Poweshiek,Republican,Mike Huckabee,30.0,0.030518819938962362
Iowa,IA,Poweshiek,Republican,John Kasich,18.0,0.018311291963377416
Iowa,IA,Poweshiek,Republican,Carly Fiorina,14.0,0.014242115971515769
Iowa,IA,Poweshiek,Republican,Chris Christie,14.0,0.014242115971515769
Iowa,IA,Poweshiek,Republican,Rick Santorum,7.0,0.007121057985757884
Iowa,IA,Ringgold,Republican,Donald Trump,106.0,0.3202416918429003
Iowa,IA,Ringgold,Republican,Ted Cruz,84.0,0.2537764350453172
Iowa,IA,Ringgold,Republican,Ben Carson,52.0,0.15709969788519634
Iowa,IA,Ringgold,Republican,Marco Rubio,50.0,0.1510574018126888
Iowa,IA,Ringgold,Republican,Jeb Bush,16.0,0.048338368580060416
Iowa,IA,Ringgold,Republican,Mike Huckabee,14.0,0.04229607250755287
Iowa,IA,Ringgold,Republican,Carly Fiorina,3.0,0.00906344410876133
Iowa,IA,Ringgold,Republican,Chris Christie,3.0,0.00906344410876133
Iowa,IA,Ringgold,Republican,Rand Paul,2.0,0.006042296072507553
Iowa,IA,Ringgold,Republican,Rick Santorum,1.0,0.0030211480362537764
Iowa,IA,Ringgold,Republican,John Kasich,0.0,0.0
Iowa,IA,Sac,Republican,Donald Trump,212.0,0.31689088191330345
Iowa,IA,Sac,Republican,Ted Cruz,187.0,0.2795216741405082
Iowa,IA,Sac,Republican,Marco Rubio,81.0,0.1210762331838565
Iowa,IA,Sac,Republican,Ben Carson,61.0,0.09118086696562032
Iowa,IA,Sac,Republican,Rick Santorum,49.0,0.07324364723467862
Iowa,IA,Sac,Republican,Jeb Bush,19.0,0.02840059790732436
Iowa,IA,Sac,Republican,Mike Huckabee,18.0,0.02690582959641256
Iowa,IA,Sac,Republican,Rand Paul,17.0,0.025411061285500747
Iowa,IA,Sac,Republican,Carly Fiorina,12.0,0.017937219730941704
Iowa,IA,Sac,Republican,John Kasich,7.0,0.010463378176382659
Iowa,IA,Sac,Republican,Chris Christie,6.0,0.008968609865470852
Iowa,IA,Scott,Republican,Marco Rubio,2553.0,0.2619536219987687
Iowa,IA,Scott,Republican,Donald Trump,2465.0,0.25292427662630823
Iowa,IA,Scott,Republican,Ted Cruz,2396.0,0.2458444490047199
Iowa,IA,Scott,Republican,Ben Carson,532.0,0.05458649702442028
Iowa,IA,Scott,Republican,Rand Paul,486.0,0.04986661194336138
Iowa,IA,Scott,Republican,John Kasich,436.0,0.04473630207264519
Iowa,IA,Scott,Republican,Jeb Bush,353.0,0.03621998768725631
Iowa,IA,Scott,Republican,Carly Fiorina,219.0,0.02247075723373692
Iowa,IA,Scott,Republican,Chris Christie,178.0,0.01826390313974964
Iowa,IA,Scott,Republican,Mike Huckabee,78.0,0.008003283398317258
Iowa,IA,Scott,Republican,Rick Santorum,50.0,0.0051303098707161906
Iowa,IA,Shelby,Republican,Ted Cruz,207.0,0.2778523489932886
Iowa,IA,Shelby,Republican,Donald Trump,203.0,0.27248322147651005
Iowa,IA,Shelby,Republican,Marco Rubio,129.0,0.17315436241610738
Iowa,IA,Shelby,Republican,Ben Carson,109.0,0.14630872483221474
Iowa,IA,Shelby,Republican,Rand Paul,23.0,0.030872483221476513
Iowa,IA,Shelby,Republican,Carly Fiorina,22.0,0.029530201342281882
Iowa,IA,Shelby,Republican,Mike Huckabee,18.0,0.024161073825503355
Iowa,IA,Shelby,Republican,Chris Christie,10.0,0.013422818791946308
Iowa,IA,Shelby,Republican,Jeb Bush,9.0,0.012080536912751677
Iowa,IA,Shelby,Republican,John Kasich,9.0,0.012080536912751677
Iowa,IA,Shelby,Republican,Rick Santorum,6.0,0.008053691275167786
Iowa,IA,Sioux,Republican,Ted Cruz,1524.0,0.3317370483239007
Iowa,IA,Sioux,Republican,Marco Rubio,1469.0,0.3197649107531563
Iowa,IA,Sioux,Republican,Ben Carson,686.0,0.14932520679146713
Iowa,IA,Sioux,Republican,Donald Trump,502.0,0.10927296473661298
Iowa,IA,Sioux,Republican,Rand Paul,117.0,0.025468001741401833
Iowa,IA,Sioux,Republican,Rick Santorum,77.0,0.016760992599042228
Iowa,IA,Sioux,Republican,Jeb Bush,76.0,0.01654331737048324
Iowa,IA,Sioux,Republican,John Kasich,45.0,0.00979538528515455
Iowa,IA,Sioux,Republican,Carly Fiorina,39.0,0.00848933391380061
Iowa,IA,Sioux,Republican,Mike Huckabee,35.0,0.007618632999564648
Iowa,IA,Sioux,Republican,Chris Christie,24.0,0.0052242054854157605
Iowa,IA,Story,Republican,Marco Rubio,2415.0,0.3209302325581395
Iowa,IA,Story,Republican,Ted Cruz,1815.0,0.2411960132890365
Iowa,IA,Story,Republican,Donald Trump,1152.0,0.15308970099667776
Iowa,IA,Story,Republican,Ben Carson,641.0,0.0851827242524917
Iowa,IA,Story,Republican,Rand Paul,629.0,0.08358803986710964
Iowa,IA,Story,Republican,Jeb Bush,212.0,0.028172757475083056
Iowa,IA,Story,Republican,John Kasich,193.0,0.025647840531561463
Iowa,IA,Story,Republican,Chris Christie,166.0,0.022059800664451828
Iowa,IA,Story,Republican,Mike Huckabee,123.0,0.01634551495016611
Iowa,IA,Story,Republican,Carly Fiorina,117.0,0.015548172757475085
Iowa,IA,Story,Republican,Rick Santorum,62.0,0.00823920265780731
Iowa,IA,Tama,Republican,Donald Trump,350.0,0.3560528992878942
Iowa,IA,Tama,Republican,Ted Cruz,307.0,0.3123092573753815
Iowa,IA,Tama,Republican,Marco Rubio,123.0,0.12512716174974567
Iowa,IA,Tama,Republican,Ben Carson,83.0,0.0844354018311292
Iowa,IA,Tama,Republican,Mike Huckabee,33.0,0.0335707019328586
Iowa,IA,Tama,Republican,Rand Paul,27.0,0.027466937945066126
Iowa,IA,Tama,Republican,Chris Christie,16.0,0.01627670396744659
Iowa,IA,Tama,Republican,Jeb Bush,12.0,0.012207527975584944
Iowa,IA,Tama,Republican,John Kasich,12.0,0.012207527975584944
Iowa,IA,Tama,Republican,Carly Fiorina,10.0,0.01017293997965412
Iowa,IA,Tama,Republican,Rick Santorum,10.0,0.01017293997965412
Iowa,IA,Taylor,Republican,Donald Trump,140.0,0.3703703703703704
Iowa,IA,Taylor,Republican,Ted Cruz,74.0,0.19576719576719576
Iowa,IA,Taylor,Republican,Ben Carson,63.0,0.16666666666666666
Iowa,IA,Taylor,Republican,Marco Rubio,52.0,0.13756613756613756
Iowa,IA,Taylor,Republican,Jeb Bush,10.0,0.026455026455026454
Iowa,IA,Taylor,Republican,Rand Paul,10.0,0.026455026455026454
Iowa,IA,Taylor,Republican,Mike Huckabee,9.0,0.023809523809523808
Iowa,IA,Taylor,Republican,Carly Fiorina,6.0,0.015873015873015872
Iowa,IA,Taylor,Republican,John Kasich,6.0,0.015873015873015872
Iowa,IA,Taylor,Republican,Chris Christie,5.0,0.013227513227513229
Iowa,IA,Taylor,Republican,Rick Santorum,3.0,0.007936507936507936
Iowa,IA,Union,Republican,Ted Cruz,203.0,0.2891737891737892
Iowa,IA,Union,Republican,Donald Trump,194.0,0.27635327635327633
Iowa,IA,Union,Republican,Marco Rubio,135.0,0.19230769230769232
Iowa,IA,Union,Republican,Ben Carson,87.0,0.12393162393162395
Iowa,IA,Union,Republican,Mike Huckabee,28.0,0.039886039886039885
Iowa,IA,Union,Republican,Carly Fiorina,16.0,0.022792022792022797
Iowa,IA,Union,Republican,Jeb Bush,12.0,0.017094017094017096
Iowa,IA,Union,Republican,Rand Paul,10.0,0.014245014245014244
Iowa,IA,Union,Republican,John Kasich,7.0,0.009971509971509971
Iowa,IA,Union,Republican,Rick Santorum,7.0,0.009971509971509971
Iowa,IA,Union,Republican,Chris Christie,3.0,0.004273504273504274
Iowa,IA,Van Buren,Republican,Ted Cruz,196.0,0.3691148775894539
Iowa,IA,Van Buren,Republican,Donald Trump,151.0,0.2843691148775895
Iowa,IA,Van Buren,Republican,Marco Rubio,63.0,0.11864406779661014
Iowa,IA,Van Buren,Republican,Ben Carson,56.0,0.10546139359698682
Iowa,IA,Van Buren,Republican,Mike Huckabee,51.0,0.09604519774011301
Iowa,IA,Van Buren,Republican,Rand Paul,7.0,0.013182674199623351
Iowa,IA,Van Buren,Republican,Chris Christie,3.0,0.005649717514124294
Iowa,IA,Van Buren,Republican,Jeb Bush,3.0,0.005649717514124294
Iowa,IA,Van Buren,Republican,John Kasich,1.0,0.0018832391713747645
Iowa,IA,Van Buren,Republican,Carly Fiorina,0.0,0.0
Iowa,IA,Van Buren,Republican,Rick Santorum,0.0,0.0
Iowa,IA,Wapello,Republican,Donald Trump,592.0,0.3547034152186938
Iowa,IA,Wapello,Republican,Ted Cruz,489.0,0.29298981426003595
Iowa,IA,Wapello,Republican,Marco Rubio,242.0,0.14499700419412825
Iowa,IA,Wapello,Republican,Ben Carson,127.0,0.07609346914319952
Iowa,IA,Wapello,Republican,Mike Huckabee,103.0,0.061713600958657876
Iowa,IA,Wapello,Republican,Rand Paul,50.0,0.029958058717795086
Iowa,IA,Wapello,Republican,Jeb Bush,24.0,0.014379868184541641
Iowa,IA,Wapello,Republican,Chris Christie,21.0,0.012582384661473937
Iowa,IA,Wapello,Republican,Carly Fiorina,10.0,0.005991611743559017
Iowa,IA,Wapello,Republican,John Kasich,9.0,0.005392450569203115
Iowa,IA,Wapello,Republican,Rick Santorum,2.0,0.0011983223487118035
Iowa,IA,Warren,Republican,Ted Cruz,1120.0,0.2941949041239821
Iowa,IA,Warren,Republican,Donald Trump,982.0,0.2579458891515629
Iowa,IA,Warren,Republican,Marco Rubio,784.0,0.2059364328867875
Iowa,IA,Warren,Republican,Ben Carson,374.0,0.09824008405568688
Iowa,IA,Warren,Republican,Rand Paul,197.0,0.05174678224323615
Iowa,IA,Warren,Republican,Jeb Bush,95.0,0.024954032046230628
Iowa,IA,Warren,Republican,Mike Huckabee,76.0,0.0199632256369845
Iowa,IA,Warren,Republican,Chris Christie,65.0,0.017073811400052534
Iowa,IA,Warren,Republican,John Kasich,44.0,0.01155765694772787
Iowa,IA,Warren,Republican,Carly Fiorina,37.0,0.00971893879695298
Iowa,IA,Warren,Republican,Rick Santorum,33.0,0.008668242710795903
Iowa,IA,Washington,Republican,Ted Cruz,542.0,0.35103626943005184
Iowa,IA,Washington,Republican,Donald Trump,329.0,0.21308290155440412
Iowa,IA,Washington,Republican,Marco Rubio,222.0,0.14378238341968913
Iowa,IA,Washington,Republican,Ben Carson,194.0,0.1256476683937824
Iowa,IA,Washington,Republican,Rand Paul,104.0,0.06735751295336788
Iowa,IA,Washington,Republican,Jeb Bush,63.0,0.04080310880829016
Iowa,IA,Washington,Republican,Carly Fiorina,30.0,0.019430051813471502
Iowa,IA,Washington,Republican,Mike Huckabee,23.0,0.01489637305699482
Iowa,IA,Washington,Republican,Rick Santorum,15.0,0.009715025906735751
Iowa,IA,Washington,Republican,John Kasich,13.0,0.008419689119170985
Iowa,IA,Washington,Republican,Chris Christie,9.0,0.005829015544041451
Iowa,IA,Wayne,Republican,Ted Cruz,171.0,0.4081145584725537
Iowa,IA,Wayne,Republican,Donald Trump,114.0,0.2720763723150358
Iowa,IA,Wayne,Republican,Marco Rubio,57.0,0.1360381861575179
Iowa,IA,Wayne,Republican,Ben Carson,36.0,0.08591885441527446
Iowa,IA,Wayne,Republican,Mike Huckabee,15.0,0.035799522673031034
Iowa,IA,Wayne,Republican,Jeb Bush,9.0,0.021479713603818614
Iowa,IA,Wayne,Republican,John Kasich,7.0,0.016706443914081142
Iowa,IA,Wayne,Republican,Carly Fiorina,5.0,0.011933174224343677
Iowa,IA,Wayne,Republican,Rand Paul,3.0,0.0071599045346062064
Iowa,IA,Wayne,Republican,Chris Christie,1.0,0.002386634844868735
Iowa,IA,Wayne,Republican,Rick Santorum,1.0,0.002386634844868735
Iowa,IA,Webster,Republican,Donald Trump,435.0,0.2734129478315525
Iowa,IA,Webster,Republican,Ted Cruz,432.0,0.2715273412947832
Iowa,IA,Webster,Republican,Marco Rubio,286.0,0.17976115650534255
Iowa,IA,Webster,Republican,Ben Carson,120.0,0.0754242614707731
Iowa,IA,Webster,Republican,Chris Christie,79.0,0.04965430546825896
Iowa,IA,Webster,Republican,Mike Huckabee,76.0,0.047768698931489634
Iowa,IA,Webster,Republican,Rand Paul,62.0,0.03896920175989944
Iowa,IA,Webster,Republican,Jeb Bush,44.0,0.02765556253928347
Iowa,IA,Webster,Republican,John Kasich,28.0,0.01759899434318039
Iowa,IA,Webster,Republican,Carly Fiorina,17.0,0.010685103708359522
Iowa,IA,Webster,Republican,Rick Santorum,12.0,0.007542426147077309
Iowa,IA,Winnebago,Republican,Ted Cruz,187.0,0.3030794165316045
Iowa,IA,Winnebago,Republican,Marco Rubio,128.0,0.20745542949756887
Iowa,IA,Winnebago,Republican,Donald Trump,115.0,0.18638573743922204
Iowa,IA,Winnebago,Republican,Ben Carson,91.0,0.14748784440842788
Iowa,IA,Winnebago,Republican,Mike Huckabee,27.0,0.04376012965964344
Iowa,IA,Winnebago,Republican,Jeb Bush,24.0,0.03889789303079417
Iowa,IA,Winnebago,Republican,Rand Paul,22.0,0.03565640194489465
Iowa,IA,Winnebago,Republican,Chris Christie,10.0,0.01620745542949757
Iowa,IA,Winnebago,Republican,Carly Fiorina,7.0,0.011345218800648298
Iowa,IA,Winnebago,Republican,Rick Santorum,4.0,0.006482982171799027
Iowa,IA,Winnebago,Republican,John Kasich,2.0,0.0032414910858995136
Iowa,IA,Winneshiek,Republican,Donald Trump,274.0,0.2629558541266795
Iowa,IA,Winneshiek,Republican,Ted Cruz,251.0,0.24088291746641075
Iowa,IA,Winneshiek,Republican,Marco Rubio,208.0,0.19961612284069094
Iowa,IA,Winneshiek,Republican,Ben Carson,151.0,0.14491362763915547
Iowa,IA,Winneshiek,Republican,Rand Paul,40.0,0.038387715930902115
Iowa,IA,Winneshiek,Republican,John Kasich,30.0,0.02879078694817658
Iowa,IA,Winneshiek,Republican,Carly Fiorina,27.0,0.02591170825335893
Iowa,IA,Winneshiek,Republican,Jeb Bush,26.0,0.024952015355086368
Iowa,IA,Winneshiek,Republican,Mike Huckabee,23.0,0.022072936660268716
Iowa,IA,Winneshiek,Republican,Chris Christie,9.0,0.008637236084452975
Iowa,IA,Winneshiek,Republican,Rick Santorum,3.0,0.0028790786948176585
Iowa,IA,Woodbury,Republican,Donald Trump,1600.0,0.3165182987141444
Iowa,IA,Woodbury,Republican,Ted Cruz,1367.0,0.27042532146389714
Iowa,IA,Woodbury,Republican,Marco Rubio,1065.0,0.2106824925816024
Iowa,IA,Woodbury,Republican,Ben Carson,394.0,0.07794263105835808
Iowa,IA,Woodbury,Republican,Rick Santorum,153.0,0.030267062314540055
Iowa,IA,Woodbury,Republican,Rand Paul,141.0,0.027893175074183974
Iowa,IA,Woodbury,Republican,Carly Fiorina,114.0,0.022551928783382788
Iowa,IA,Woodbury,Republican,Jeb Bush,85.0,0.016815034619188922
Iowa,IA,Woodbury,Republican,Chris Christie,69.0,0.013649851632047478
Iowa,IA,Woodbury,Republican,John Kasich,44.0,0.008704253214638972
Iowa,IA,Woodbury,Republican,Mike Huckabee,23.0,0.004549950544015826
Iowa,IA,Worth,Republican,Ted Cruz,115.0,0.30666666666666664
Iowa,IA,Worth,Republican,Donald Trump,113.0,0.3013333333333333
Iowa,IA,Worth,Republican,Marco Rubio,55.0,0.14666666666666667
Iowa,IA,Worth,Republican,Ben Carson,25.0,0.06666666666666668
Iowa,IA,Worth,Republican,Mike Huckabee,18.0,0.048
Iowa,IA,Worth,Republican,Rand Paul,14.0,0.037333333333333336
Iowa,IA,Worth,Republican,Carly Fiorina,11.0,0.029333333333333333
Iowa,IA,Worth,Republican,Jeb Bush,9.0,0.024
Iowa,IA,Worth,Republican,Chris Christie,6.0,0.016
Iowa,IA,Worth,Republican,John Kasich,5.0,0.013333333333333334
Iowa,IA,Worth,Republican,Rick Santorum,4.0,0.010666666666666666
Iowa,IA,Wright,Republican,Ted Cruz,190.0,0.33807829181494664
Iowa,IA,Wright,Republican,Donald Trump,129.0,0.2295373665480427
Iowa,IA,Wright,Republican,Marco Rubio,124.0,0.2206405693950178
Iowa,IA,Wright,Republican,Ben Carson,58.0,0.10320284697508897
Iowa,IA,Wright,Republican,Jeb Bush,16.0,0.028469750889679717
Iowa,IA,Wright,Republican,Mike Huckabee,15.0,0.02669039145907473
Iowa,IA,Wright,Republican,Chris Christie,10.0,0.017793594306049824
Iowa,IA,Wright,Republican,Rand Paul,7.0,0.012455516014234877
Iowa,IA,Wright,Republican,John Kasich,6.0,0.010676156583629894
Iowa,IA,Wright,Republican,Carly Fiorina,4.0,0.007117437722419929
Iowa,IA,Wright,Republican,Rick Santorum,3.0,0.005338078291814947
New Hampshire,NH,Belknap,Democrat,Bernie Sanders,5990.0,0.6318565400843882
New Hampshire,NH,Carroll,Democrat,Bernie Sanders,5655.0,0.6364659538548115
New Hampshire,NH,Cheshire,Democrat,Bernie Sanders,12471.0,0.7070930430345297
New Hampshire,NH,Coos,Democrat,Bernie Sanders,3637.0,0.6437168141592919
New Hampshire,NH,Grafton,Democrat,Bernie Sanders,14258.0,0.6733094068757084
New Hampshire,NH,Hillsborough,Democrat,Bernie Sanders,38646.0,0.5790096636452169
New Hampshire,NH,Merrimack,Democrat,Bernie Sanders,18076.0,0.5968631335644708
New Hampshire,NH,Rockingham,Democrat,Bernie Sanders,31080.0,0.5765271105010296
New Hampshire,NH,Strafford,Democrat,Bernie Sanders,15865.0,0.6431930592718722
New Hampshire,NH,Sullivan,Democrat,Bernie Sanders,5906.0,0.702844222301559
New Hampshire,NH,Belknap,Democrat,Hillary Clinton,3490.0,0.3681434599156118
New Hampshire,NH,Carroll,Democrat,Hillary Clinton,3230.0,0.3635340461451885
New Hampshire,NH,Cheshire,Democrat,Hillary Clinton,5166.0,0.2929069569654703
New Hampshire,NH,Coos,Democrat,Hillary Clinton,2013.0,0.35628318584070795
New Hampshire,NH,Grafton,Democrat,Hillary Clinton,6918.0,0.3266905931242917
New Hampshire,NH,Hillsborough,Democrat,Hillary Clinton,28099.0,0.4209903363547831
New Hampshire,NH,Merrimack,Democrat,Hillary Clinton,12209.0,0.4031368664355292
New Hampshire,NH,Rockingham,Democrat,Hillary Clinton,22829.0,0.4234728894989705
New Hampshire,NH,Strafford,Democrat,Hillary Clinton,8801.0,0.3568069407281278
New Hampshire,NH,Sullivan,Democrat,Hillary Clinton,2497.0,0.29715577769844104
New Hampshire,NH,Belknap,Republican,Ben Carson,390.0,0.025511872833126184
New Hampshire,NH,Carroll,Republican,Ben Carson,280.0,0.023125206475057808
New Hampshire,NH,Cheshire,Republican,Ben Carson,518.0,0.03933181473044799
New Hampshire,NH,Coos,Republican,Ben Carson,170.0,0.02981932994211542
New Hampshire,NH,Grafton,Republican,Ben Carson,470.0,0.029197987202584333
New Hampshire,NH,Hillsborough,Republican,Ben Carson,1725.0,0.021054301790531055
New Hampshire,NH,Merrimack,Republican,Ben Carson,753.0,0.02322138958275511
New Hampshire,NH,Rockingham,Republican,Ben Carson,1447.0,0.01983903917079123
New Hampshire,NH,Strafford,Republican,Ben Carson,527.0,0.024641137139383738
New Hampshire,NH,Sullivan,Republican,Ben Carson,229.0,0.028324056895485467
New Hampshire,NH,Belknap,Republican,Carly Fiorina,672.0,0.04395891934323281
New Hampshire,NH,Carroll,Republican,Carly Fiorina,442.0,0.03650479022134126
New Hampshire,NH,Cheshire,Republican,Carly Fiorina,565.0,0.04290053151100987
New Hampshire,NH,Coos,Republican,Carly Fiorina,275.0,0.04823715137695141
New Hampshire,NH,Grafton,Republican,Carly Fiorina,684.0,0.04249238988631422
New Hampshire,NH,Hillsborough,Republican,Carly Fiorina,3612.0,0.04408587714052068
New Hampshire,NH,Merrimack,Republican,Carly Fiorina,1511.0,0.04659697165941962
New Hampshire,NH,Rockingham,Republican,Carly Fiorina,2825.0,0.03873205643226346
New Hampshire,NH,Strafford,Republican,Carly Fiorina,825.0,0.038574835180249685
New Hampshire,NH,Sullivan,Republican,Carly Fiorina,295.0,0.03648732220160792
New Hampshire,NH,Belknap,Republican,Chris Christie,1001.0,0.06548047360502388
New Hampshire,NH,Carroll,Republican,Chris Christie,884.0,0.07300958044268252
New Hampshire,NH,Cheshire,Republican,Chris Christie,763.0,0.057934700075930136
New Hampshire,NH,Coos,Republican,Chris Christie,355.0,0.06226977723206455
New Hampshire,NH,Grafton,Republican,Chris Christie,1067.0,0.06628564328756911
New Hampshire,NH,Hillsborough,Republican,Chris Christie,7144.0,0.08719532289365442
New Hampshire,NH,Merrimack,Republican,Chris Christie,2377.0,0.07330311160452709
New Hampshire,NH,Rockingham,Republican,Chris Christie,5768.0,0.07908194743408695
New Hampshire,NH,Strafford,Republican,Chris Christie,1233.0,0.05765184457848225
New Hampshire,NH,Sullivan,Republican,Chris Christie,477.0,0.05899814471243042
New Hampshire,NH,Belknap,Republican,Donald Trump,5505.0,0.3601098972983581
New Hampshire,NH,Carroll,Republican,Donald Trump,4182.0,0.34539147670961345
New Hampshire,NH,Cheshire,Republican,Donald Trump,4543.0,0.3449506454062263
